3_1009,0
3_1011,0
3_1292,0
3_1293,0
3_1294,0
3_1295,0
3_1296,0
3_1297,0
3_1298,0
3_1299,0
3_1300,0
3_1301,0
3_1302,0
3_1303,0
3_1304,0
3_1305,0
3_1306,0
3_1307,0
3_1308,0
3_1310,0
3_1529,0
3_266,0
3_3408,0
3_3409,0
3_3410,0
3_3411,0
3_3412,0
3_3413,0
3_3414,0
3_3415,0
3_3416,0
3_3417,0
3_3418,0
3_3419,0
3_3434,0
3_3435,0
3_3436,0
3_3437,0
3_3438,0
3_3439,0
3_3440,0
3_3441,0
3_3442,0
3_3443,0
3_3444,0
3_3445,0
3_3567,0
3_3574,0
3_3785,0
3_3802,0
3_3985,0
3_4096,0
3_4174,0
3_4232,0
3_4286,0
3_939,0
3_941,0
3_943,0
3_944,0
3_1062,0
3_1063,0
3_1081,0
3_1731,0
3_1732,0
3_1733,0
3_1734,0
3_1735,0
3_1736,0
3_1737,0
3_1738,0
3_1739,0
3_1740,0
3_1741,0
3_1742,0
3_1743,0
3_1744,0
3_1745,0
3_1746,0
3_1747,0
3_1748,0
3_1749,0
3_1750,0
3_1751,0
3_1752,0
3_1753,0
3_1754,0
3_2192,0
3_2193,0
3_2194,0
3_2195,0
3_2196,0
3_2197,0
3_2198,0
3_2199,0
3_2200,0
3_2201,0
3_2651,0
3_2652,0
3_2755,0
3_2757,0
3_2759,0
3_2764,0
3_2779,0
3_2780,0
3_2781,0
3_2782,0
3_2783,0
3_2793,0
3_2795,0
3_2827,0
3_2828,0
3_2829,0
3_2831,0
3_2832,0
3_2833,0
3_2834,0
3_2837,0
3_2964,0
3_2965,0
3_2966,0
3_2967,0
3_2968,0
3_2969,0
3_2970,0
3_2971,0
3_2972,0
3_2973,0
3_3026,0
3_3037,0
3_3038,0
3_3040,0
3_3041,0
3_3042,0
3_3043,0
3_3044,0
3_3045,0
3_3046,0
3_3047,0
3_3048,0
3_3049,0
3_3050,0
3_3051,0
3_3052,0
3_3053,0
3_313,0
3_314,0
3_317,0
3_318,0
3_322,0
3_323,0
3_324,0
3_325,0
3_3259,0
3_3260,0
3_3404,0
3_3405,0
3_4085,0
3_4197,0
3_4216,0
3_4217,0
3_451,0
3_452,0
3_456,0
3_459,0
3_462,0
3_467,0
3_468,0
3_717,0
3_718,0
3_724,0
3_725,0
3_735,0
3_736,0
3_738,0
3_739,0
3_747,0
3_748,0
3_751,0
3_756,0
3_793,0
3_1002,0
3_1072,0
3_1073,0
3_1075,0
3_1076,0
3_13,0
3_1369,0
3_1370,0
3_1373,0
3_1374,0
3_1375,0
3_1376,0
3_16,0
3_17,0
3_176,0
3_177,0
3_178,0
3_180,0
3_2541,0
3_2543,0
3_2544,0
3_2545,0
3_2546,0
3_2548,0
3_2549,0
3_2550,0
3_2551,0
3_2552,0
3_2553,0
3_2554,0
3_2555,0
3_2556,0
3_2558,0
3_2559,0
3_2560,0
3_2561,0
3_2562,0
3_2563,0
3_2564,0
3_2566,0
3_2567,0
3_2568,0
3_2569,0
3_2570,0
3_2571,0
3_2572,0
3_2573,0
3_2574,0
3_2575,0
3_2576,0
3_2577,0
3_2578,0
3_2579,0
3_2580,0
3_2581,0
3_2583,0
3_2584,0
3_2585,0
3_2586,0
3_2587,0
3_2588,0
3_2739,0
3_2740,0
3_3079,0
3_3299,0
3_3535,0
3_3809,0
3_4082,0
3_4157,0
3_4195,0
3_4200,0
3_4331,0
3_4475,0
3_584,0
3_585,0
3_586,0
3_587,0
3_589,0
3_590,0
3_591,0
3_592,0
3_593,0
3_594,0
3_595,0
3_596,0
3_597,0
3_598,0
3_599,0
3_600,0
3_601,0
3_602,0
3_603,0
3_604,0
3_605,0
3_606,0
3_607,0
3_608,0
3_609,0
3_610,0
3_611,0
3_612,0
3_613,0
3_614,0
3_615,0
3_616,0
3_617,0
3_618,0
3_619,0
3_620,0
3_621,0
3_624,0
3_625,0
3_626,0
3_627,0
3_628,0
3_629,0
3_630,0
3_631,0
3_632,0
3_636,0
3_637,0
3_641,0
3_787,0
3_788,0
3_789,0
3_790,0
3_801,0
3_9,0
3_115,0
3_1205,0
3_1536,0
3_1538,0
3_1539,0
3_1540,0
3_1541,0
3_1542,0
3_1543,0
3_1544,0
3_1545,0
3_169,0
3_1826,0
3_1827,0
3_1829,0
3_1830,0
3_1831,0
3_1832,0
3_1833,0
3_1834,0
3_1836,0
3_1837,0
3_1845,0
3_1846,0
3_1848,0
3_1850,0
3_1851,0
3_1853,0
3_1854,0
3_1856,0
3_1857,0
3_1859,0
3_1860,0
3_1863,0
3_1864,0
3_1866,0
3_1867,0
3_1870,0
3_1871,0
3_1872,0
3_1873,0
3_1875,0
3_1878,0
3_1879,0
3_1880,0
3_1881,0
3_1882,0
3_1883,0
3_1884,0
3_1885,0
3_1887,0
3_1888,0
3_1889,0
3_1890,0
3_1891,0
3_1895,0
3_1896,0
3_1897,0
3_1898,0
3_1901,0
3_1902,0
3_1904,0
3_1905,0
3_1914,0
3_1915,0
3_1917,0
3_1918,0
3_1920,0
3_1921,0
3_1923,0
3_1924,0
3_1926,0
3_1927,0
3_1929,0
3_1930,0
3_1932,0
3_1933,0
3_1935,0
3_1936,0
3_1938,0
3_1939,0
3_1941,0
3_1942,0
3_1944,0
3_1945,0
3_1947,0
3_1948,0
3_1950,0
3_1951,0
3_1953,0
3_1954,0
3_1955,0
3_1956,0
3_1959,0
3_1960,0
3_1962,0
3_1964,0
3_1966,0
3_1967,0
3_1970,0
3_1971,0
3_1972,0
3_1974,0
3_1976,0
3_1977,0
3_1979,0
3_1980,0
3_1982,0
3_1983,0
3_1986,0
3_1987,0
3_1988,0
3_1990,0
3_1991,0
3_1993,0
3_1994,0
3_1996,0
3_1997,0
3_1999,0
3_2000,0
3_2002,0
3_2003,0
3_2004,0
3_2005,0
3_2007,0
3_2008,0
3_2010,0
3_2011,0
3_2014,0
3_2121,0
3_2445,0
3_2909,0
3_2912,0
3_2913,0
3_2914,0
3_2915,0
3_2916,0
3_2917,0
3_3055,0
3_3056,0
3_3057,0
3_3302,0
3_3304,0
3_341,0
3_344,0
3_345,0
3_346,0
3_347,0
3_348,0
3_3489,0
3_3496,0
3_350,0
3_351,0
3_352,0
3_353,0
3_355,0
3_3555,0
